4.994728000000000065e+02,2.699994360513962022e-01
5.014012999999999920e+02,2.957199516130193384e-01
5.033297999999999774e+02,2.961514520973073106e-01
5.052581999999999880e+02,3.109936312756940713e-01
5.071866999999999734e+02,3.417263342962292838e-01
5.091152000000000157e+02,3.747427966386246423e-01
5.110436000000000263e+02,3.780794331200819647e-01
5.129720999999999549e+02,3.804100499646387301e-01
5.149006000000000540e+02,3.812073658394722342e-01
5.168289999999999509e+02,4.300746862991072783e-01
5.187575000000000500e+02,4.397686225416729267e-01
5.206860000000000355e+02,4.624849332807005053e-01
5.226144000000000460e+02,4.619767526903112431e-01
5.245429000000000315e+02,4.280176592192541096e-01
5.264714000000000169e+02,4.619917764690900097e-01
5.283998000000000275e+02,4.643399659845480199e-01
5.303283000000000129e+02,4.721923180493757255e-01
5.322567999999999984e+02,4.945584412031062138e-01
5.341852000000000089e+02,4.574059379675145531e-01
5.361136999999999944e+02,4.259601063548174582e-01
5.380421999999999798e+02,4.068966408966205317e-01
5.399705999999999904e+02,3.854949306809831167e-01
5.418990999999999758e+02,4.161152191466134798e-01
5.438275999999999613e+02,4.339910577139591830e-01
5.457559999999999718e+02,4.469672976188618918e-01
5.476844999999999573e+02,4.322199057411463263e-01
5.496130000000000564e+02,4.569131886586523805e-01
5.515413999999999533e+02,4.983946718577846324e-01
5.534699000000000524e+02,5.414878210948002035e-01
5.553984000000000378e+02,5.237183011586953318e-01
5.573268000000000484e+02,5.169573540531414713e-01
5.592553000000000338e+02,4.908264613901762163e-01
5.611838000000000193e+02,5.345730380431159556e-01
5.631122000000000298e+02,5.648150677505673345e-01
5.650407000000000153e+02,5.328282652443810941e-01
5.669692000000000007e+02,5.161352930718237086e-01
5.688976000000000113e+02,4.870396649044687609e-01
5.708260999999999967e+02,4.674088832611599242e-01
5.727545999999999822e+02,4.973112167731452149e-01
5.746829999999999927e+02,5.326114018800949257e-01
5.766114999999999782e+02,5.419188468514868351e-01
5.785399999999999636e+02,5.668560261246846643e-01
5.804683999999999742e+02,5.489282680001706938e-01
5.823968999999999596e+02,5.391039302750022522e-01
5.843253999999999451e+02,5.289671346691295906e-01
5.862537999999999556e+02,5.401179392621171527e-01
5.881823000000000548e+02,5.245981792642798736e-01
5.901108000000000402e+02,5.198419538646088522e-01
5.920392000000000507e+02,5.152775364425407068e-01
5.939677000000000362e+02,4.972924809582642824e-01
5.958962000000000216e+02,5.355200859460429452e-01
5.978246000000000322e+02,5.343002552383337989e-01
5.997531000000000176e+02,5.045795331076249335e-01
6.016816000000000031e+02,5.134793907963557391e-01
6.036100000000000136e+02,5.433635719591098923e-01
6.055384999999999991e+02,5.511773664969690234e-01
6.074669999999999845e+02,5.645578187163355910e-01
6.093953999999999951e+02,5.509140694968739371e-01
6.113238999999999805e+02,5.561491402753959701e-01
6.132523999999999660e+02,5.335436535291279148e-01
6.151807999999999765e+02,5.291174619402351231e-01
6.171092999999999620e+02,5.267719569737148166e-01
6.190377999999999474e+02,5.206099512909683202e-01
6.209661999999999580e+02,5.314392746670282275e-01
6.228946999999999434e+02,5.367926595882364094e-01
6.248232000000000426e+02,5.333353174971204869e-01
6.267516000000000531e+02,5.267938835018727284e-01
6.286801000000000386e+02,5.094839639408375032e-01
6.306086000000000240e+02,5.148265481917972952e-01
6.325370000000000346e+02,5.286517583399533704e-01
6.344655000000000200e+02,5.324398623472038627e-01
6.363940000000000055e+02,5.271662317054978120e-01
6.383224000000000160e+02,5.182275528302306977e-01
6.402509000000000015e+02,5.220660737451285893e-01
6.421793999999999869e+02,5.133348211665508254e-01
6.441077999999999975e+02,5.248906601751303080e-01
6.460362999999999829e+02,5.331372119463944070e-01
6.479647999999999683e+02,5.224806900697960277e-01
6.498931999999999789e+02,5.035472354618590884e-01
6.518216999999999643e+02,5.106588165521523948e-01
6.537501999999999498e+02,5.188712293438741963e-01
6.556785999999999603e+02,5.119039856747171768e-01
6.576070999999999458e+02,5.222379747470784483e-01
6.595356000000000449e+02,5.152001279240842058e-01
6.614641000000000304e+02,4.944499819191213175e-01
6.633925000000000409e+02,4.726529618350706619e-01
6.653210000000000264e+02,5.105729498788186271e-01
6.672495000000000118e+02,5.352441067766952054e-01
6.691779000000000224e+02,5.206518766445683566e-01
6.711064000000000078e+02,5.350619641044208619e-01
6.730348999999999933e+02,5.033616853629615528e-01
6.749633000000000038e+02,5.157399656701604496e-01
6.768917999999999893e+02,5.170821283847437666e-01
6.788202999999999747e+02,5.082715625154107242e-01
6.807486999999999853e+02,4.983031522612645370e-01
6.826771999999999707e+02,4.788607720396543255e-01
6.846056999999999562e+02,4.937469078757892871e-01
6.865340999999999667e+02,4.921769683725908395e-01
6.884625999999999522e+02,4.986160273615361516e-01
6.903911000000000513e+02,5.121674322991509598e-01
6.923194999999999482e+02,5.039050163045957209e-01
6.942480000000000473e+02,4.944950143082767480e-01
6.961765000000000327e+02,5.086779799796389279e-01
6.981049000000000433e+02,4.846778041909045598e-01
7.000334000000000287e+02,4.794122829412662545e-01
7.019619000000000142e+02,4.841651430528098876e-01
7.038903000000000247e+02,4.442007675077206952e-01
7.058188000000000102e+02,4.191795648604925151e-01
7.077472999999999956e+02,4.369652994848506888e-01
7.096757000000000062e+02,4.102148691946604364e-01
7.116041999999999916e+02,4.048001162177236045e-01
7.135326999999999771e+02,3.887656683406580660e-01
7.154610999999999876e+02,3.983649453199418211e-01
7.173895999999999731e+02,4.049135020744749625e-01
7.193180999999999585e+02,4.311444316496307883e-01
7.212464999999999691e+02,4.508308881024573611e-01
7.231749999999999545e+02,4.468601700842197433e-01
7.251035000000000537e+02,4.755392648798212329e-01
7.270318999999999505e+02,4.940061690546667661e-01
7.289604000000000497e+02,4.756859939121767522e-01
7.308889000000000351e+02,4.971581572811302752e-01
7.328173000000000457e+02,4.952886999668734136e-01
7.347458000000000311e+02,4.680785524263590958e-01
7.366743000000000166e+02,5.144424018954418809e-01
7.386027000000000271e+02,5.182103026582753902e-01
7.405312000000000126e+02,5.239887321671651277e-01
7.424596999999999980e+02,5.284499771046735628e-01
7.443881000000000085e+02,5.531691204856304944e-01
7.463165999999999940e+02,5.388572568986237377e-01
7.482450999999999794e+02,5.407786473377862446e-01
7.501734999999999900e+02,5.636063146696912440e-01
7.521019999999999754e+02,5.622145417763733111e-01
7.540304999999999609e+02,5.759644890869425327e-01
7.559588999999999714e+02,5.510532587757975831e-01
7.578873999999999569e+02,5.357301627530534072e-01
7.598159000000000560e+02,5.285283847582026295e-01
7.617442999999999529e+02,5.368358684839465989e-01
7.636728000000000520e+02,5.172208290570939893e-01
7.656013000000000375e+02,4.810282353874829608e-01
7.675297000000000480e+02,4.685550328222016780e-01
7.694582000000000335e+02,4.559292034343331856e-01
7.713867000000000189e+02,4.899353878829047493e-01
7.733151000000000295e+02,5.286114346132789743e-01
7.752436000000000149e+02,4.850498167972050467e-01
7.771721000000000004e+02,4.876557075351258819e-01
7.791005000000000109e+02,4.880778026965488792e-01
7.810289999999999964e+02,5.115073968548766725e-01
7.829574999999999818e+02,4.967950326616827894e-01
7.848858999999999924e+02,5.102591209451506904e-01
7.868143999999999778e+02,5.267598990871885656e-01
7.887428999999999633e+02,4.983022099977215680e-01
7.906712999999999738e+02,5.182889995696940977e-01
7.925997999999999593e+02,5.005793644083563754e-01
7.945282999999999447e+02,5.041773418519360783e-01
7.964566999999999553e+02,5.142179826324667635e-01
7.983852000000000544e+02,5.164230474511174451e-01
8.003137000000000398e+02,5.162259280723023869e-01
8.022421000000000504e+02,5.054040061075072421e-01
8.041706000000000358e+02,5.280839351260058212e-01
8.060991000000000213e+02,5.461228082034981224e-01
8.080275000000000318e+02,5.198927094235721302e-01
8.099560000000000173e+02,4.966514118018953150e-01
8.118845000000000027e+02,4.864281222942623550e-01
8.138129000000000133e+02,5.162953665592109331e-01
8.157413999999999987e+02,5.233034899427833064e-01
8.176698999999999842e+02,5.487149295153053163e-01
8.195982999999999947e+02,5.598902887940349071e-01
8.215267999999999802e+02,5.760285407344636344e-01
8.234552999999999656e+02,5.575644386619931225e-01
8.253836999999999762e+02,5.474964138559198501e-01
8.273121999999999616e+02,5.747981197741613979e-01
8.292406999999999471e+02,5.946698063041205851e-01
8.311690999999999576e+02,6.267852137839391435e-01
8.330976000000000568e+02,6.307774834226993477e-01
8.350261000000000422e+02,6.189952838468897323e-01
8.369545000000000528e+02,6.183216268986839736e-01
8.388830000000000382e+02,5.835839768407954375e-01
8.408115000000000236e+02,5.881109361540266534e-01
8.427399000000000342e+02,5.571409917897787167e-01
